0_coordinate1	1_coordinate1
12_coordinate875	266_coordinate875
12_coordinate876	268_coordinate876
12_coordinate877	277_coordinate877
12_coordinate878	292_coordinate878
12_coordinate879	296_coordinate879
12_coordinate880	302_coordinate880
12_coordinate881	306_coordinate881
12_coordinate882	323_coordinate882
12_coordinate883	331_coordinate883
12_coordinate884	337_coordinate884
12_coordinate885	340_coordinate885
12_coordinate886	346_coordinate886
12_coordinate887	349_coordinate887
12_coordinate888	352_coordinate888
12_coordinate889	371_coordinate889
12_coordinate890	376_coordinate890
12_coordinate891	384_coordinate891
12_coordinate892	392_coordinate892
12_coordinate893	397_coordinate893
12_coordinate894	399_coordinate894
12_coordinate895	404_coordinate895
12_coordinate896	409_coordinate896
12_coordinate897	411_coordinate897
12_coordinate898	413_coordinate898
12_coordinate899	425_coordinate899
12_coordinate900	428_coordinate900
12_coordinate901	433_coordinate901
12_coordinate902	436_coordinate902
12_coordinate903	440_coordinate903
12_coordinate904	459_coordinate904
12_coordinate905	461_coordinate905
12_coordinate906	470_coordinate906
12_coordinate907	480_coordinate907
13_coordinate908	1_coordinate908
13_coordinate909	3_coordinate909
13_coordinate910	9_coordinate910
13_coordinate911	15_coordinate911
13_coordinate912	19_coordinate912
13_coordinate913	23_coordinate913
13_coordinate914	26_coordinate914
13_coordinate915	33_coordinate915
13_coordinate916	42_coordinate916
13_coordinate917	50_coordinate917
13_coordinate918	56_coordinate918
13_coordinate919	67_coordinate919
13_coordinate920	82_coordinate920
13_coordinate921	84_coordinate921
13_coordinate922	86_coordinate922
13_coordinate923	89_coordinate923
13_coordinate924	103_coordinate924
13_coordinate925	109_coordinate925
13_coordinate926	123_coordinate926
13_coordinate927	128_coordinate927
13_coordinate928	142_coordinate928
13_coordinate929	149_coordinate929
13_coordinate930	175_coordinate930
13_coordinate931	181_coordinate931
13_coordinate932	189_coordinate932
13_coordinate933	213_coordinate933
13_coordinate934	220_coordinate934
13_coordinate935	223_coordinate935
13_coordinate936	226_coordinate936
13_coordinate937	240_coordinate937
13_coordinate938	246_coordinate938
13_coordinate939	250_coordinate939
13_coordinate940	252_coordinate940
13_coordinate941	254_coordinate941
13_coordinate942	257_coordinate942
13_coordinate943	275_coordinate943
13_coordinate944	291_coordinate944
13_coordinate945	300_coordinate945
13_coordinate946	307_coordinate946
13_coordinate947	330_coordinate947
13_coordinate948	332_coordinate948
13_coordinate949	351_coordinate949
13_coordinate950	353_coordinate950
13_coordinate951	359_coordinate951
13_coordinate952	361_coordinate952
13_coordinate953	379_coordinate953
13_coordinate954	383_coordinate954
13_coordinate955	391_coordinate955
13_coordinate956	393_coordinate956
13_coordinate957	405_coordinate957
13_coordinate958	407_coordinate958
13_coordinate959	415_coordinate959
13_coordinate960	439_coordinate960
13_coordinate961	441_coordinate961
13_coordinate962	443_coordinate962
13_coordinate963	454_coordinate963
13_coordinate964	465_coordinate964
13_coordinate965	474_coordinate965
13_coordinate966	478_coordinate966
14_coordinate967	12_coordinate967
14_coordinate968	21_coordinate968
14_coordinate969	24_coordinate969
14_coordinate970	27_coordinate970
14_coordinate971	29_coordinate971
14_coordinate972	36_coordinate972
14_coordinate973	40_coordinate973
14_coordinate974	45_coordinate974
14_coordinate975	48_coordinate975
14_coordinate976	53_coordinate976
14_coordinate977	69_coordinate977
14_coordinate978	77_coordinate978
14_coordinate979	85_coordinate979
14_coordinate980	87_coordinate980
14_coordinate981	96_coordinate981
14_coordinate982	99_coordinate982
14_coordinate983	121_coordinate983
14_coordinate984	126_coordinate984
14_coordinate985	140_coordinate985
14_coordinate986	158_coordinate986
14_coordinate987	164_coordinate987
14_coordinate988	168_coordinate988
14_coordinate989	183_coordinate989
14_coordinate990	196_coordinate990
14_coordinate991	199_coordinate991
14_coordinate992	203_coordinate992
14_coordinate993	208_coordinate993
14_coordinate994	222_coordinate994
14_coordinate995	224_coordinate995
14_coordinate996	227_coordinate996
14_coordinate997	231_coordinate997
14_coordinate998	239_coordinate998
14_coordinate999	243_coordinate999
14_coordinate1000	247_coordinate1000
14_coordinate1001	270_coordinate1001
14_coordinate1002	273_coordinate1002
14_coordinate1003	276_coordinate1003
14_coordinate1004	282_coordinate1004
14_coordinate1005	285_coordinate1005
14_coordinate1006	289_coordinate1006
14_coordinate1007	292_coordinate1007
14_coordinate1008	295_coordinate1008
14_coordinate1009	299_coordinate1009
14_coordinate1010	303_coordinate1010
14_coordinate1011	324_coordinate1011
14_coordinate1012	328_coordinate1012
14_coordinate1013	345_coordinate1013
14_coordinate1014	347_coordinate1014
14_coordinate1015	349_coordinate1015
14_coordinate1016	352_coordinate1016
14_coordinate1017	355_coordinate1017
14_coordinate1018	362_coordinate1018
14_coordinate1019	374_coordinate1019
14_coordinate1020	378_coordinate1020
14_coordinate1021	381_coordinate1021
14_coordinate1022	398_coordinate1022
14_coordinate1023	410_coordinate1023
14_coordinate1024	412_coordinate1024
14_coordinate1025	431_coordinate1025
14_coordinate1026	435_coordinate1026
14_coordinate1027	437_coordinate1027
14_coordinate1028	448_coordinate1028
14_coordinate1029	450_coordinate1029
14_coordinate1030	452_coordinate1030
14_coordinate1031	462_coordinate1031
14_coordinate1032	466_coordinate1032
14_coordinate1033	469_coordinate1033
14_coordinate1034	482_coordinate1034
14_coordinate1035	508_coordinate1035
15_coordinate1036	1_coordinate1036
15_coordinate1037	3_coordinate1037
15_coordinate1038	49_coordinate1038
15_coordinate1039	58_coordinate1039
15_coordinate1040	63_coordinate1040
15_coordinate1041	73_coordinate1041
15_coordinate1042	76_coordinate1042
15_coordinate1043	79_coordinate1043
15_coordinate1044	106_coordinate1044
15_coordinate1045	110_coordinate1045
15_coordinate1046	122_coordinate1046
15_coordinate1047	128_coordinate1047
15_coordinate1048	143_coordinate1048
15_coordinate1049	152_coordinate1049
15_coordinate1050	156_coordinate1050
15_coordinate1051	159_coordinate1051
15_coordinate1052	161_coordinate1052
15_coordinate1053	167_coordinate1053
15_coordinate1054	175_coordinate1054
15_coordinate1055	188_coordinate1055
15_coordinate1056	197_coordinate1056
15_coordinate1057	200_coordinate1057
15_coordinate1058	202_coordinate1058
15_coordinate1059	211_coordinate1059
15_coordinate1060	235_coordinate1060
15_coordinate1061	255_coordinate1061
15_coordinate1062	259_coordinate1062
15_coordinate1063	272_coordinate1063
15_coordinate1064	286_coordinate1064
15_coordinate1065	305_coordinate1065
15_coordinate1066	320_coordinate1066
15_coordinate1067	323_coordinate1067
15_coordinate1068	334_coordinate1068
15_coordinate1069	342_coordinate1069
15_coordinate1070	346_coordinate1070
15_coordinate1071	373_coordinate1071
15_coordinate1072	376_coordinate1072
15_coordinate1073	383_coordinate1073
15_coordinate1074	386_coordinate1074
15_coordinate1075	388_coordinate1075
15_coordinate1076	418_coordinate1076
15_coordinate1077	429_coordinate1077
15_coordinate1078	439_coordinate1078
15_coordinate1079	447_coordinate1079
15_coordinate1080	458_coordinate1080
15_coordinate1081	460_coordinate1081
15_coordinate1082	480_coordinate1082
15_coordinate1083	484_coordinate1083
15_coordinate1084	490_coordinate1084
16_coordinate1085	9_coordinate1085
16_coordinate1086	14_coordinate1086
16_coordinate1087	20_coordinate1087
16_coordinate1088	36_coordinate1088
16_coordinate1089	39_coordinate1089
16_coordinate1090	42_coordinate1090
16_coordinate1091	69_coordinate1091
16_coordinate1092	88_coordinate1092
16_coordinate1093	92_coordinate1093
16_coordinate1094	107_coordinate1094
16_coordinate1095	119_coordinate1095
16_coordinate1096	121_coordinate1096
16_coordinate1097	124_coordinate1097
16_coordinate1098	131_coordinate1098
16_coordinate1099	146_coordinate1099
16_coordinate1100	151_coordinate1100
16_coordinate1101	155_coordinate1101
16_coordinate1102	171_coordinate1102
16_coordinate1103	176_coordinate1103
16_coordinate1104	183_coordinate1104
16_coordinate1105	186_coordinate1105
16_coordinate1106	191_coordinate1106
16_coordinate1107	193_coordinate1107
16_coordinate1108	196_coordinate1108
16_coordinate1109	203_coordinate1109
16_coordinate1110	205_coordinate1110
16_coordinate1111	229_coordinate1111
16_coordinate1112	234_coordinate1112
16_coordinate1113	236_coordinate1113
16_coordinate1114	240_coordinate1114
16_coordinate1115	242_coordinate1115
16_coordinate1116	250_coordinate1116
16_coordinate1117	268_coordinate1117
16_coordinate1118	275_coordinate1118
16_coordinate1119	290_coordinate1119
16_coordinate1120	301_coordinate1120
16_coordinate1121	303_coordinate1121
16_coordinate1122	311_coordinate1122
16_coordinate1123	317_coordinate1123
16_coordinate1124	321_coordinate1124
16_coordinate1125	332_coordinate1125
16_coordinate1126	337_coordinate1126
16_coordinate1127	348_coordinate1127
16_coordinate1128	359_coordinate1128
16_coordinate1129	363_coordinate1129
16_coordinate1130	379_coordinate1130
16_coordinate1131	382_coordinate1131
16_coordinate1132	385_coordinate1132
16_coordinate1133	390_coordinate1133
16_coordinate1134	395_coordinate1134
16_coordinate1135	402_coordinate1135
16_coordinate1136	404_coordinate1136
16_coordinate1137	412_coordinate1137
16_coordinate1138	414_coordinate1138
16_coordinate1139	421_coordinate1139
16_coordinate1140	433_coordinate1140
16_coordinate1141	441_coordinate1141
16_coordinate1142	449_coordinate1142
16_coordinate1143	452_coordinate1143
16_coordinate1144	455_coordinate1144
16_coordinate1145	459_coordinate1145
16_coordinate1146	464_coordinate1146
16_coordinate1147	478_coordinate1147
16_coordinate1148	487_coordinate1148
16_coordinate1149	497_coordinate1149
16_coordinate1150	501_coordinate1150
17_coordinate1151	1_coordinate1151
17_coordinate1152	4_coordinate1152
17_coordinate1153	23_coordinate1153
17_coordinate1154	29_coordinate1154
17_coordinate1155	32_coordinate1155
17_coordinate1156	41_coordinate1156
17_coordinate1157	43_coordinate1157
17_coordinate1158	45_coordinate1158
17_coordinate1159	59_coordinate1159
17_coordinate1160	77_coordinate1160
17_coordinate1161	80_coordinate1161
17_coordinate1162	83_coordinate1162
17_coordinate1163	95_coordinate1163
17_coordinate1164	97_coordinate1164
17_coordinate1165	100_coordinate1165
17_coordinate1166	105_coordinate1166
17_coordinate1167	110_coordinate1167
17_coordinate1168	115_coordinate1168
17_coordinate1169	118_coordinate1169
17_coordinate1170	120_coordinate1170
17_coordinate1171	137_coordinate1171
17_coordinate1172	140_coordinate1172
17_coordinate1173	142_coordinate1173
17_coordinate1174	149_coordinate1174
17_coordinate1175	152_coordinate1175
17_coordinate1176	154_coordinate1176
17_coordinate1177	169_coordinate1177
17_coordinate1178	189_coordinate1178
17_coordinate1179	197_coordinate1179
17_coordinate1180	231_coordinate1180
17_coordinate1181	239_coordinate1181
17_coordinate1182	254_coordinate1182
17_coordinate1183	257_coordinate1183
17_coordinate1184	263_coordinate1184
17_coordinate1185	277_coordinate1185
17_coordinate1186	280_coordinate1186
17_coordinate1187	285_coordinate1187
17_coordinate1188	287_coordinate1188
17_coordinate1189	293_coordinate1189
17_coordinate1190	307_coordinate1190
17_coordinate1191	333_coordinate1191
17_coordinate1192	339_coordinate1192
17_coordinate1193	343_coordinate1193
17_coordinate1194	354_coordinate1194
17_coordinate1195	357_coordinate1195
17_coordinate1196	360_coordinate1196
17_coordinate1197	369_coordinate1197
17_coordinate1198	384_coordinate1198
17_coordinate1199	393_coordinate1199
17_coordinate1200	396_coordinate1200
17_coordinate1201	400_coordinate1201
17_coordinate1202	410_coordinate1202
17_coordinate1203	416_coordinate1203
17_coordinate1204	426_coordinate1204
17_coordinate1205	431_coordinate1205
17_coordinate1206	434_coordinate1206
17_coordinate1207	438_coordinate1207
17_coordinate1208	450_coordinate1208
17_coordinate1209	457_coordinate1209
17_coordinate1210	462_coordinate1210
17_coordinate1211	476_coordinate1211
17_coordinate1212	481_coordinate1212
17_coordinate1213	492_coordinate1213
17_coordinate1214	494_coordinate1214
17_coordinate1215	496_coordinate1215
17_coordinate1216	502_coordinate1216
17_coordinate1217	508_coordinate1217
17_coordinate1218	510_coordinate1218
18_coordinate1219	2_coordinate1219
18_coordinate1220	5_coordinate1220
18_coordinate1221	16_coordinate1221
18_coordinate1222	24_coordinate1222
18_coordinate1223	30_coordinate1223
18_coordinate1224	40_coordinate1224
18_coordinate1225	44_coordinate1225
18_coordinate1226	56_coordinate1226
18_coordinate1227	62_coordinate1227
18_coordinate1228	64_coordinate1228
18_coordinate1229	69_coordinate1229
18_coordinate1230	72_coordinate1230
18_coordinate1231	92_coordinate1231
18_coordinate1232	107_coordinate1232
18_coordinate1233	112_coordinate1233
18_coordinate1234	124_coordinate1234
18_coordinate1235	126_coordinate1235
18_coordinate1236	129_coordinate1236
18_coordinate1237	147_coordinate1237
18_coordinate1238	150_coordinate1238
18_coordinate1239	156_coordinate1239
18_coordinate1240	160_coordinate1240
18_coordinate1241	164_coordinate1241
18_coordinate1242	167_coordinate1242
18_coordinate1243	174_coordinate1243
18_coordinate1244	184_coordinate1244
18_coordinate1245	194_coordinate1245
18_coordinate1246	199_coordinate1246
18_coordinate1247	203_coordinate1247
18_coordinate1248	208_coordinate1248
18_coordinate1249	214_coordinate1249
18_coordinate1250	233_coordinate1250
18_coordinate1251	240_coordinate1251
18_coordinate1252	260_coordinate1252
18_coordinate1253	268_coordinate1253
18_coordinate1254	279_coordinate1254
18_coordinate1255	298_coordinate1255
18_coordinate1256	300_coordinate1256
18_coordinate1257	312_coordinate1257
18_coordinate1258	315_coordinate1258
18_coordinate1259	322_coordinate1259
18_coordinate1260	325_coordinate1260
18_coordinate1261	337_coordinate1261
18_coordinate1262	341_coordinate1262
18_coordinate1263	344_coordinate1263
18_coordinate1264	348_coordinate1264
18_coordinate1265	365_coordinate1265
18_coordinate1266	367_coordinate1266
18_coordinate1267	373_coordinate1267
18_coordinate1268	376_coordinate1268
18_coordinate1269	380_coordinate1269
18_coordinate1270	383_coordinate1270
18_coordinate1271	385_coordinate1271
18_coordinate1272	388_coordinate1272
18_coordinate1273	391_coordinate1273
18_coordinate1274	405_coordinate1274
18_coordinate1275	407_coordinate1275
18_coordinate1276	412_coordinate1276
18_coordinate1277	418_coordinate1277
18_coordinate1278	422_coordinate1278
18_coordinate1279	427_coordinate1279
18_coordinate1280	430_coordinate1280
18_coordinate1281	436_coordinate1281
18_coordinate1282	440_coordinate1282
18_coordinate1283	444_coordinate1283
18_coordinate1284	446_coordinate1284
18_coordinate1285	449_coordinate1285
18_coordinate1286	463_coordinate1286
18_coordinate1287	489_coordinate1287
18_coordinate1288	498_coordinate1288
18_coordinate1289	503_coordinate1289
18_coordinate1290	505_coordinate1290
18_coordinate1291	507_coordinate1291
19_coordinate1292	1_coordinate1292
19_coordinate1293	21_coordinate1293
19_coordinate1294	47_coordinate1294
19_coordinate1295	49_coordinate1295
19_coordinate1296	52_coordinate1296
19_coordinate1297	54_coordinate1297
19_coordinate1298	59_coordinate1298
19_coordinate1299	66_coordinate1299
19_coordinate1300	77_coordinate1300
19_coordinate1301	79_coordinate1301
19_coordinate1302	81_coordinate1302
19_coordinate1303	96_coordinate1303
19_coordinate1304	108_coordinate1304
